bug_id,title,type,project,clean_title
294244,Improve documentation for chatSkills contribution point,bug,VS Code,improve documentation chatskills contribution point
294224,Steering message makes create_file tool call fail,bug,VS Code,steering message make createfile tool call fail
294211,Edit as JSON button alignment looks off,bug,VS Code,edit json button alignment look
294173,GitHub agents/instructions polling is too aggressive and needs to be disabled,bug,VS Code,github agentsinstructions polling aggressive need disabled
294158,Obfuscate tokens in pty trace log `env` property,bug,VS Code,obfuscate token pty trace log env property
294122,Find in Explorer with filter works wrong,bug,VS Code,find explorer filter work wrong
294115,Chat settings @feature:chat not found,bug,VS Code,chat setting featurechat found
294109,"Pressing Delete key in ""Other"" free-text input of Copilot Chat multi-choice question destroys entire conversation",bug,VS Code,pressing delete key freetext input copilot chat multichoice question destroys entire conversation
294053,ask questions ux issues query,bug,VS Code,ask question ux issue query
294049,stray `executing` tool invocation,bug,VS Code,stray executing tool invocation
294048,Resolving symbol links makes streaming choppy,bug,VS Code,resolving symbol link make streaming choppy
294036,Ask question tool doesn't render newlines or markdown,bug,VS Code,ask question tool doesnt render newlines markdown
294017,Model Picker is blank when arrowing,bug,VS Code,model picker blank arrowing
294014,"get_errors tool and ""Explain"" action ignore diagnostics on empty lines",bug,VS Code,geterrors tool explain action ignore diagnostics empty line
294012,PowerShell auto approve incorrectly parsing command 2,bug,VS Code,powershell auto approve incorrectly parsing command
294003,Custom agent with `infer: false` is still invoked as the deprecated setting isn't honored,bug,VS Code,custom agent infer false still invoked deprecated setting isnt honored
293968,ERROR - GROK,bug,VS Code,error grok
293930,chat progress accessibiilty signal no longer plays,bug,VS Code,chat progress accessibiilty signal longer play
293925,Background agent in worktree `pty.node` missing error,bug,VS Code,background agent worktree ptynode missing error
293887,Chat fails very often with message You invoked an unsupported model or your request did not allow prompt caching. See the documentation for more information.,bug,VS Code,chat fails often message invoked unsupported model request allow prompt caching see documentation information
293873,VS Code Extensions overlay UI overflow issue,bug,VS Code,v code extension overlay ui overflow issue
293858,Ask Question does not show that the session requires input from the user.,bug,VS Code,ask question show session requires input user
293852,Quick chat shows IntelliSense at wrong location,bug,VS Code,quick chat show intellisense wrong location
293807,"Incorrect role as ""Checkbox"" is provided to ""Primary sidebar"", ""Panel"" and ""Secondary sidebar"" controls: A11y_Visual Studio Code Client_Customize Layout_DevTools",bug,VS Code,incorrect role checkbox provided primary sidebar panel secondary sidebar control ayvisual studio code clientcustomize layoutdevtools
293730,Build failed: Copilot Chat Sanity Test,bug,VS Code,build failed copilot chat sanity test
293727,Ask questions too can generate massive multi-line questions,bug,VS Code,ask question generate massive multiline question
293670,Error: Failed to fetch custom instructions for org Volcar144:,bug,VS Code,error failed fetch custom instruction org volcar
293661,Cannot read properties of undefined (reading 'bind'),bug,VS Code,cannot read property undefined reading bind
293638,VS Code Dark (Experimental Dark) Window controls not correctly styled,bug,VS Code,v code dark experimental dark window control correctly styled
293616,Downgrading,bug,VS Code,downgrading
293611,Chat input placeholder text not going away when in Background,bug,VS Code,chat input placeholder text going away background
293602,Agent sessions view changes feedback,bug,VS Code,agent session view change feedback
293503,[Regression] [Unhandled Error] [UriError]: Scheme contains illegal characters.,bug,VS Code,regression unhandled error urierror scheme contains illegal character
293480,Windows Control Overlay resists gradient theming,bug,VS Code,window control overlay resists gradient theming
293479,Activity bar is not dimmed when modal Settings editor pops up,bug,VS Code,activity bar dimmed modal setting editor pop
293477,send to new chat should clear input of current chat,bug,VS Code,send new chat clear input current chat
293439,Inspect element selects the wrong element,bug,VS Code,inspect element selects wrong element
293428,GitHub Copilot `grep_search` `includePattern` silently fails with workspace root folder name prefix in multi-root workspaces (severe),bug,VS Code,github copilot grepsearch includepattern silently fails workspace root folder name prefix multiroot workspace severe
293413,[2026-themes] Minimap autohide (mouseover/scroll) fails and all secondary menus are unresponsive/glitched,bug,VS Code,theme minimap autohide mouseoverscroll fails secondary menu unresponsiveglitched
293387,"status bar update hover shows update from `Jan 1, 1970`",bug,VS Code,status bar update hover show update jan
293384,Double click to select string is buggy for RTL text,bug,VS Code,double click select string buggy rtl text
293250,Show a default icon for pages with no favicon,bug,VS Code,show default icon page favicon
293247,Modal editor: fix issues with focus outline and support double click to maximise/restore,bug,VS Code,modal editor fix issue focus outline support double click maximiserestore
293213,Vscode Theme in Settings not showing options when you switch to the New Theme  [VS Code Dark (Experimemtal Dark) ],bug,VS Code,vscode theme setting showing option switch new theme v code dark experimemtal dark
293203,New string double-click feature fails if string contains braces,bug,VS Code,new string doubleclick feature fails string contains brace
293182,Missing context menu on windows,bug,VS Code,missing context menu window
293181,"If assistant responds with more than one message, only the first is rendered",bug,VS Code,assistant responds one message first rendered
293180,`<system-reminder>` showing up in input,bug,VS Code,showing input
293177,Experimental dark mode: Transparent UI elements are unreadable when they appear in front of a white background,bug,VS Code,experimental dark mode transparent ui element unreadable appear front white background
293166,FREEZE/hang for get_changed_files (GetScmChanges) tool calls,bug,VS Code,freezehang getchangedfiles getscmchanges tool call
293165,Resuming a claude session in the past does not bump it to top after a new message,bug,VS Code,resuming claude session past bump top new message
293164,Filter settings shows empty page after clicking on the category in Insiders,bug,VS Code,filter setting show empty page clicking category insider
293142,Settings search missing result,bug,VS Code,setting search missing result
293128,Chat inline terminal flickers a lot,bug,VS Code,chat inline terminal flicker lot
293115,`inlineChat.border` color not respected in terminal's inline chat,bug,VS Code,inlinechatborder color respected terminal inline chat
293098,Vs code icon missing from Windows 10 start menu,bug,VS Code,v code icon missing window start menu
